# Winner ID (0 or 1) | h1 | h2 | s1 | s2 | a1 | a2 | b1 | b2 | z1_0 | z2_0 
1 | 0.7724265791235433 | 0.19648235032190564 | 0.9272260305606826 | 0.7284878594630204 | 0.9994735401021346 | 0.885075689068251 | 0.16082120385093956 | 0.3711168161286337 | 0.36514271073922244 | 0.8846174489988903
1 | 0.10263317071758349 | 0.5396620765153606 | 0.5250047200744206 | 0.9915210650347501 | 0.05238978724425758 | 0.19718757257187758 | 0.10603566102107176 | 0.38793426066895254 | 0.10453305357180787 | 0.5816556819476424
1 | 0.9160290670959335 | 0.8011142300960349 | 0.2535429801787811 | 0.5792592423526791 | 0.37000302472690494 | 0.718614423503132 | 0.7302457937987911 | 0.9434931573437741 | 0.7988669776381455 | 0.6644392348616586
0 | 0.8746517003246158 | 0.5506779425631564 | 0.8377552992117118 | 0.5542305139323024 | 0.1172874486788108 | 0.051344621436300586 | 0.40058657399396114 | 0.3922220002761042 | 0.8793466948735439 | 0.8178661556976199
1 | 0.6603766230694654 | 0.2404288117475437 | 0.43687916255814463 | 0.09838563048855498 | 0.23410294719332325 | 0.12274454677441338 | 0.10424663066050854 | 0.2698513222704867 | 0.1687422422111864 | 0.9301671346052537
1 | 0.06995342541889615 | 0.10421851974913965 | 0.24266554341041557 | 0.8185764968215873 | 0.024562907474842577 | 0.9087563251996094 | 0.09515157040542876 | 0.1997226835988306 | 0.3836183474650765 | 0.2771862182131437
1 | 0.3630768921052402 | 0.8101000967980592 | 0.5149321478158594 | 0.47795753282181896 | 0.10187220585727408 | 0.005735745070879483 | 0.5427897265107536 | 0.6021426504807867 | 0.24147532545963768 | 0.6193818894344753
1 | 0.9546626353415425 | 0.42308759377138017 | 0.11095592503955143 | 0.42474233514632753 | 0.9914736041674852 | 0.4630063510377025 | 0.10166239472428529 | 0.8373148618468627 | 0.8820479437249381 | 0.8590254510350254
1 | 0.7081218149034102 | 0.7464301485128936 | 0.26176219462886685 | 0.43605282772674314 | 0.7535510344057649 | 0.9716722628250495 | 0.10759552720647025 | 0.8295454994758469 | 0.47932979478412896 | 0.7576524234596218
1 | 0.5779463014395388 | 0.6760160636290249 | 0.5474886045873326 | 0.1964103274773592 | 0.5391877840547884 | 0.3143808094152106 | 0.7328897078403936 | 0.6141186566980382 | 0.2897312554790694 | 0.9195560122977013
0 | 0.267891668042346 | 0.8274816222403134 | 0.32967444112447386 | 0.42034101021113834 | 0.6585244861149299 | 0.6913074101543731 | 0.5762375977682549 | 0.05795292816831166 | 0.9509598684297672 | 0.38857363618736984
1 | 0.5506461963537075 | 0.8215937880395774 | 0.26694276704015274 | 0.4334059073024341 | 0.5530757860508835 | 0.8027336812942761 | 0.8503309447105311 | 0.3252864258720446 | 0.23407512551970033 | 0.6911016661430243
1 | 0.3551720892166129 | 0.8209636460780263 | 0.2849207720761088 | 0.19029466702063047 | 0.874445844313068 | 0.7181332162358299 | 0.2940245013275459 | 0.2940451290962467 | 0.33760459265053055 | 0.5437912176793669
0 | 0.13282296972986474 | 0.8994140599597434 | 0.3572564197049011 | 0.0032955456115919546 | 0.06054021584849412 | 0.8576792990508807 | 0.8002875825965622 | 0.9216539911461485 | 0.8084925989530711 | 0.5440911117161341
1 | 0.7102428922874794 | 0.5240600212935654 | 0.8817256987164283 | 0.7246876581171167 | 0.13371393611393545 | 0.9549602105352824 | 0.040962471590509586 | 0.08804095522827915 | 0.4863178434164862 | 0.5733114565050038
1 | 0.038602494574098256 | 0.37900750283331064 | 0.16944992488406552 | 0.03643198368293055 | 0.9652286173723204 | 0.5456872543934767 | 0.6771726738430259 | 0.5997876168174271 | 0.38192735340640216 | 0.49206945180353034
1 | 0.08141689226833759 | 0.831949993469538 | 0.7838218774266167 | 0.6337336964972908 | 0.628221448726838 | 0.6894441511804592 | 0.3382680280215731 | 0.04117258450298256 | 0.34748382482928175 | 0.35725649296047157
0 | 0.20205529552240575 | 0.5480592886715542 | 0.5816587087534879 | 0.1466831039654961 | 0.06560532597370161 | 0.3977630286509868 | 0.8344683341015218 | 0.46741366565111087 | 0.2668032714786539 | 0.22949379750744026
1 | 0.06293713036660353 | 0.8833364004387307 | 0.6169321284594611 | 0.521195900421103 | 0.6564786310596773 | 0.7026720211831281 | 0.506192348419552 | 0.1822839118952655 | 0.2521076199933603 | 0.48588394668380874
0 | 0.7458581419773938 | 0.3878586413067816 | 0.368646565451634 | 0.20301941965014003 | 0.8779759792429639 | 0.368602947103863 | 0.573334732059088 | 0.8956528229834878 | 0.617568697927582 | 0.5207798073222156
1 | 0.6778568866429742 | 0.3700473215934168 | 0.10774640774478272 | 0.9553918349104621 | 0.8236686143996633 | 0.09753737221240044 | 0.885770165305152 | 0.2714795906338916 | 0.052409455814643735 | 0.6490713113349873
1 | 0.06949173969561662 | 0.8843257706976435 | 0.5072655485846284 | 0.962174217743853 | 0.5333640150226612 | 0.7661159363362152 | 0.8891492584581637 | 0.4147371043347884 | 0.9581967181962983 | 0.6133485660926181
1 | 0.727516209943698 | 0.17251058363496496 | 0.7452630903466472 | 0.8398431298618855 | 0.968654841873354 | 0.8142113988947813 | 0.36294242260885934 | 0.926397048820344 | 0.8713993775010792 | 0.8159124021184073
0 | 0.7620378067837807 | 0.7303524422972179 | 0.9438232838552454 | 0.6081490063497562 | 0.3982925622722677 | 0.45669971351644767 | 0.10992889818984175 | 0.11112935334265539 | 0.8408171767987473 | 0.14070183339094822
1 | 0.650772753696529 | 0.8862669945003036 | 0.9793229488223228 | 0.7126561975938258 | 0.14593028863412327 | 0.12661943138853016 | 0.18565309942634056 | 0.7425188639603406 | 0.34088597904544304 | 0.7408472648364696
0 | 0.21824574850493106 | 0.5740431285339064 | 0.2553486716659371 | 0.6908990406423645 | 0.9153987838088092 | 0.2143161032665699 | 0.44830715049105474 | 0.6256523866404986 | 0.41775012352409646 | 0.17046405764136963
1 | 0.9194780460035628 | 0.6856237653469406 | 0.6387883310320036 | 0.4851473799811742 | 0.8800614193686951 | 0.6237585521796213 | 0.1869823929604375 | 0.13741469248031124 | 0.304302956185445 | 0.7728776400741949
1 | 0.8396338679867427 | 0.862488741150478 | 0.5855501220489178 | 0.615930138629889 | 0.5191124789893583 | 0.01575391531726844 | 0.054436769382422145 | 0.5713091106260122 | 0.5838506200876367 | 0.9592867371932383
0 | 0.3499155670282218 | 0.021382224992721577 | 0.07146597353293305 | 0.9610174369722192 | 0.21283939317470013 | 0.8538684465196695 | 0.7457647234955271 | 0.18795397540776027 | 0.3049638034289378 | 0.14169049384219823
0 | 0.7631937174033074 | 0.5358186939395095 | 0.17113527937951434 | 0.3666369699538651 | 0.4510080101456876 | 0.6750555598484569 | 0.9417005771667994 | 0.8121589988530135 | 0.31390325126672003 | 0.2834794391615757
1 | 0.8741285138068718 | 0.8586097692198372 | 0.5422815188754219 | 0.8919718939865574 | 0.25825253931152403 | 0.0785919858323646 | 0.9060631659323974 | 0.8299887494228498 | 0.6238942463296394 | 0.7885862148147086
0 | 0.17366580535225484 | 0.48854394612789953 | 0.5835590320667957 | 0.6740722105938867 | 0.3314692582593829 | 0.19994651992423995 | 0.8630185121268622 | 0.7024104570272214 | 0.883816582104292 | 0.12011215454060453
0 | 0.21694237717567966 | 0.2795610529056257 | 0.6213792792316383 | 0.928193225867358 | 0.4877756434264978 | 0.23970307412621672 | 0.09567733286245894 | 0.7747367333771467 | 0.5329485955307179 | 0.2592358818574908
0 | 0.6319092304867139 | 0.21359664933821687 | 0.3758850219797374 | 0.9585361997556038 | 0.047672544406799244 | 0.013484458141937883 | 0.6624302726107791 | 0.48759410486413035 | 0.49701374351712935 | 0.3324343118191939
1 | 0.8278902570907314 | 0.5893265568850466 | 0.5830285020764704 | 0.04207910894687228 | 0.28611602009586834 | 0.15232886826879521 | 0.0314970036380362 | 0.41381663315397976 | 0.2337751043760019 | 0.9579705938927336
1 | 0.5944971327378815 | 0.823404552026604 | 0.04489431691149204 | 0.6355211643543952 | 0.6859500647153491 | 0.14527094968433174 | 0.08692752800373937 | 0.9840637696766907 | 0.25658949100150286 | 0.18586085824603005
1 | 0.7983234263272252 | 0.2888212479877278 | 0.3194020866393882 | 0.8938773177667808 | 0.5213548957276033 | 0.5016224724409345 | 0.8916909327411044 | 0.432857250053603 | 0.7340309904792687 | 0.4587012595059027
0 | 0.3889106969622024 | 0.24211365810189855 | 0.6734393758057372 | 0.17259215921314164 | 0.47073424425638355 | 0.5817866875978531 | 0.038210746962650366 | 0.6700984749878177 | 0.5284475408487694 | 0.28228651689230644
1 | 0.35606574021993387 | 0.17846088985607267 | 0.24778881111536166 | 0.5535842506314828 | 0.5567796444850042 | 0.8227380041313863 | 0.6080543768628085 | 0.7530754912240697 | 0.17559947038030543 | 0.9340733544161295
0 | 0.777505185593732 | 0.6648844550651054 | 0.6644524586795705 | 0.17738118381307544 | 0.5879469605798773 | 0.030202043711127224 | 0.9526245695124578 | 0.9749563471037467 | 0.4472243551149063 | 0.37374158783508427
0 | 0.3500730851677043 | 0.9479770472753912 | 0.9012903424441597 | 0.10570973004973405 | 0.6764965539861313 | 0.4824255316093671 | 0.24540626608224303 | 0.03858045741837235 | 0.8669350220741701 | 0.5751688704924345
1 | 0.42915199200860366 | 0.33450196382621966 | 0.6219633122372281 | 0.9241013690129551 | 0.9669311539211858 | 0.6903366135070238 | 0.23480098776688008 | 0.229698628054106 | 0.49238000692238093 | 0.7767310696662907
0 | 0.8015678032673977 | 0.9081463933666355 | 0.1647907149474116 | 0.14945875076842008 | 0.037757826063938404 | 0.41809357892574295 | 0.45539101725791353 | 0.1604658603415242 | 0.9363000945746132 | 0.21499093602735342
0 | 0.39070816113028006 | 0.5836280351308476 | 0.968821778287867 | 0.25213949327400376 | 0.5882413161365865 | 0.7485572585096378 | 0.9488938853646045 | 0.6893488594746963 | 0.8828569761979699 | 0.5300463592495506
0 | 0.14831666443585 | 0.2028740391039836 | 0.7068306105541937 | 0.14519822158057305 | 0.4107702799617504 | 0.1353698972617945 | 0.3244524483671706 | 0.08110372473567096 | 0.9490886055911195 | 0.858708478679241
1 | 0.8261597921159263 | 0.7985985513436759 | 0.9654292989780429 | 0.9305377482835039 | 0.4006764049765763 | 0.13149012559061035 | 0.21518719755440563 | 0.5617848751757225 | 0.2069516383218113 | 0.9213943061161244
0 | 0.09415897224089131 | 0.8548216087189664 | 0.025561377204702196 | 0.7859469551398345 | 0.765135845529601 | 0.7177975535754604 | 0.7388999803012508 | 0.684546779988244 | 0.8157035243037569 | 0.18484941114396936
0 | 0.7478902296836211 | 0.728273421231876 | 0.9141957238721776 | 0.1701902007221504 | 0.8693688004952096 | 0.12071941433235966 | 0.6653684470661079 | 0.12352762090060232 | 0.463990143188981 | 0.6136797729080593
0 | 0.8882810791135382 | 0.14620525910930715 | 0.12098254228866512 | 0.2814709996368451 | 0.7902432573519738 | 0.2804576825272831 | 0.934291328362139 | 0.7874168893364494 | 0.5305577936959442 | 0.5135762057635168
0 | 0.8850812023879897 | 0.8699322446355096 | 0.9506212608279789 | 0.3057483618063551 | 0.31122640895563836 | 0.511820695629617 | 0.03228371377099726 | 0.8304880993681913 | 0.6671176207969332 | 0.8873637031051138
1 | 0.46821677712870513 | 0.9583647169657845 | 0.3238135049250329 | 0.27848083558508385 | 0.3296807048383249 | 0.14418483886560718 | 0.2942024637111531 | 0.8575005980339678 | 0.28366977367519275 | 0.6995986791234422
0 | 0.544220094087402 | 0.9572536414202002 | 0.27258654084780876 | 0.5523778280720802 | 0.9031685738293068 | 0.809601572439689 | 0.8907016911993417 | 0.7991127042030671 | 0.663440983786607 | 0.20681989505731135
0 | 0.7348285103111748 | 0.9708859784703682 | 0.9808000456545335 | 0.83377592918494 | 0.8179389647569459 | 0.4142456312441918 | 0.391721741410492 | 0.326414486061921 | 0.9666722702758294 | 0.7170918846208838
1 | 0.8416894280931672 | 0.270578103882648 | 0.23663462122935497 | 0.572562330342986 | 0.6823704510720425 | 0.5402194301589464 | 0.15388149723897437 | 0.7781655616854841 | 0.42737850218413387 | 0.7549912973530764
0 | 0.6312622704774264 | 0.3520805523383952 | 0.58959884039645 | 0.7194412963082397 | 0.41197728802436984 | 0.2727169990745678 | 0.8777399716167121 | 0.8359877201373423 | 0.2482486566057176 | 0.19506493350815046
0 | 0.8538530393831019 | 0.34682736986385043 | 0.749935486518268 | 0.6948255516187721 | 0.909998923559225 | 0.045915306209053264 | 0.3817583123273326 | 0.16487866671890994 | 0.41919758786129446 | 0.3518572212798723
0 | 0.7898940680174388 | 0.7563619703409318 | 0.21443898996932198 | 0.5969322521251765 | 0.043500371700158524 | 0.13002775558926816 | 0.7299310569866114 | 0.23363209155896947 | 0.3024424612701756 | 0.17169222104783455
1 | 0.5320502717347672 | 0.9878409104046513 | 0.5634502803304728 | 0.6808766109168528 | 0.027682556730376007 | 0.808243343616706 | 0.001920086722595915 | 0.3388623215841816 | 0.06769246407088325 | 0.19701150028551984
1 | 0.031532476215943794 | 0.11852927321106332 | 0.7605168404488415 | 0.9617122800391266 | 0.9230369739911748 | 0.1862307412633214 | 0.14131539804496307 | 0.40042084084713025 | 0.39519158562961976 | 0.5017917632568101
0 | 0.9801649031800016 | 0.9663410792046212 | 0.10634627979496003 | 0.7085567409940787 | 0.8355487287078346 | 0.3804464323403617 | 0.45776058041545564 | 0.9952434666901504 | 0.5325513073127851 | 0.07690769970344535
1 | 0.4793926544565189 | 0.7421092960444656 | 0.3513689672714535 | 0.40157196974241216 | 0.45472765014542504 | 0.47693855111050376 | 0.5092279029760156 | 0.7422179682604481 | 0.10621406425153046 | 0.9632788554757663
1 | 0.6280441812240514 | 0.5527678794807881 | 0.44728250707528805 | 0.8165827132990302 | 0.32340617568052965 | 0.5807615730255067 | 0.4928753165370535 | 0.6224192905538183 | 0.3466002483731786 | 0.9186284481872182
0 | 0.22248795584480552 | 0.20933851061516584 | 0.5729885759509761 | 0.9700818913121306 | 0.20632166136007302 | 0.21460069062033083 | 0.6388892343746816 | 0.5769750729702512 | 0.7345243021550267 | 0.24954263498606333
0 | 0.5998822475336246 | 0.5300388478328089 | 0.5284140972934454 | 0.5945291459017972 | 0.3019136557343406 | 0.9343479223209933 | 0.3030136586052905 | 0.7578971434230569 | 0.6417718669477676 | 0.3154733418323924
1 | 0.136275660779959 | 0.7789606723964266 | 0.012119542817837559 | 0.4616474276818022 | 0.3138309261200609 | 0.5897099279427077 | 0.3879027274140522 | 0.9073219770386008 | 0.3472952297820828 | 0.8758326073083761
1 | 0.34114712141085624 | 0.0232501125984359 | 0.2955953975367771 | 0.23843494876808335 | 0.007486209877017758 | 0.9414385404863482 | 0.2453258068690226 | 0.7966525184007949 | 0.18312966616141757 | 0.28202235541570053
0 | 0.45744714906642236 | 0.19173899907000957 | 0.34453878153670003 | 0.05232868786141587 | 0.9903551667897942 | 0.7823520885308595 | 0.8675299643504685 | 0.5060941938282282 | 0.44085367777980133 | 0.4023610648367507
0 | 0.31076044281598836 | 0.9866409539964196 | 0.22872455497604915 | 0.785676426054738 | 0.9303833950937285 | 0.6338637593981118 | 0.008578549118404943 | 0.44170993284423343 | 0.9498998496388467 | 0.09307279471066354
0 | 0.14458489807173602 | 0.19126968953484724 | 0.4778412008798778 | 0.6716656764081615 | 0.5537502493191141 | 0.3681631430688279 | 0.3957717998996113 | 0.22980898787277315 | 0.13093549149689188 | 0.005394687852100066
1 | 0.6063776965742042 | 0.6752738379931382 | 0.7452834368411387 | 0.44102746741136567 | 0.48923426200128384 | 0.9251629177871006 | 0.16626824203867197 | 0.875822831554195 | 0.07026257692888427 | 0.6199435992360658
0 | 0.5850101558904466 | 0.8080933571686213 | 0.2863511050792582 | 0.46834025666300005 | 0.7592197255632618 | 0.35455153842482745 | 0.8246386969750693 | 0.26348982085707473 | 0.7954693344668002 | 0.22994612265335568
1 | 0.15898068963998657 | 0.07310332914604845 | 0.7213800705307386 | 0.6187850779285996 | 0.7840518547977771 | 0.20422647350838719 | 0.348011963145866 | 0.17464916006014397 | 0.019366153240766515 | 0.1716225681413277
1 | 0.9033325018590254 | 0.4791864032506865 | 0.02400148388783996 | 0.3366006313690184 | 0.7319954223964403 | 0.24998377693080098 | 0.6247020553704639 | 0.5812922496199794 | 0.005562450186627377 | 0.5872497643807062
1 | 0.5303523754532102 | 0.3870521740033671 | 0.2824226904358075 | 0.1365321309832751 | 0.780632940791804 | 0.3092741717252945 | 0.5702118433030936 | 0.6491146742022295 | 0.226458355090991 | 0.8051252570359713
0 | 0.638776312179822 | 0.041780672894852655 | 0.8303618024107703 | 0.40732549106351645 | 0.7064872402935362 | 0.33232453102175774 | 0.7366099045708102 | 0.8086223801227097 | 0.5343774845975737 | 0.5212764314797774
1 | 0.7092766332202147 | 0.262151790136404 | 0.39741643913107505 | 0.9208736526326804 | 0.3202306196427127 | 0.010839696696740453 | 0.9326600796144734 | 0.35158674838161574 | 0.27563051187564647 | 0.7997900269864562
1 | 0.4529408665701057 | 0.0313239420168292 | 0.4043533006353991 | 0.8744618332117202 | 0.5751496177122172 | 0.41916727128546527 | 0.24209353118804555 | 0.03979279160522187 | 0.9852762328723075 | 0.8153108829363124
1 | 0.2940347781425039 | 0.9308112132556846 | 0.35504624315779654 | 0.7730423828507107 | 0.7188387136361729 | 0.9919037262448192 | 0.95839664468901 | 0.29927818328909295 | 0.8388135627980481 | 0.32178821931221757
0 | 0.7435550013423653 | 0.9916786523340171 | 0.29851093602770884 | 0.06279424767370922 | 0.2500822368511533 | 0.6067543874678298 | 0.1876605951727235 | 0.34684457155795934 | 0.44390881530796633 | 0.4584763716800847
1 | 0.9092604610602839 | 0.33392926475437 | 0.5014634837057734 | 0.3861268347841593 | 0.46722844566866994 | 0.21305830101222756 | 0.5903457766314635 | 0.8565312474121346 | 0.07725708860477998 | 0.687855995516224
0 | 0.2513087632591028 | 0.2484761427941996 | 0.6896602289998821 | 0.4446979892867954 | 0.3053284417259803 | 0.8178340736330743 | 0.6022272006617685 | 0.14279076611453445 | 0.4714673651228116 | 0.3096900664030451
1 | 0.5151056679054884 | 0.3342230420446103 | 0.1320894637689205 | 0.10352718649628767 | 0.1805794148548785 | 0.013297515249691472 | 0.5158051930170106 | 0.710235104208239 | 0.7463763234229285 | 0.9432540603704024
1 | 0.44933517187964034 | 0.15697825148011435 | 0.04809980596886221 | 0.5172203159813081 | 0.5283339496940719 | 0.05611465190271303 | 0.41283928486764054 | 0.33590250623640083 | 0.7056022229809774 | 0.8339984667022158
1 | 0.9621439227234617 | 0.918183633989146 | 0.05142776652503389 | 0.4097101784321687 | 0.014463609787860987 | 0.037463046373652276 | 0.9212289798320579 | 0.8943762140157332 | 0.2228583408447843 | 0.606125430399175
0 | 0.11096249083096377 | 0.5925161616284922 | 0.6885708182231548 | 0.6319194932141027 | 0.1807999937564183 | 0.1345947958622129 | 0.9700728905261327 | 0.9701278607880739 | 0.7026938132793624 | 0.5070161673873953
1 | 0.7147992991031855 | 0.18186581567332682 | 0.14140194684001006 | 0.5247048923551624 | 0.6404944063905242 | 0.9275714472979347 | 0.7693578196187715 | 0.05886406054107918 | 0.3307525598327763 | 0.3010167696849363
0 | 0.7037988540672258 | 0.19919672445359204 | 0.6105993657779475 | 0.7328697580737922 | 0.6948555654733412 | 0.13480833044079588 | 0.09217396447188475 | 0.8064225808711896 | 0.8346122877034523 | 0.26895117134404123
1 | 0.6949073639896183 | 0.8400653913965369 | 0.6992714300673846 | 0.7446838118557385 | 0.41970256636367065 | 0.7974550994026763 | 0.7397194984979037 | 0.8008683768262437 | 0.3848678223411113 | 0.7409134571505328
1 | 0.5603907701486611 | 0.3627509415172262 | 0.5573989702911021 | 0.42777679333282015 | 0.07644498222110896 | 0.40952192504397045 | 0.6750699299926523 | 0.4266920822661593 | 0.4191851798370534 | 0.7085766553319337
0 | 0.695285292182508 | 0.4874306306743732 | 0.8389865062770946 | 0.9972022952501609 | 0.8611151432975962 | 0.7721980749463461 | 0.5833981302193076 | 0.24027107027446437 | 0.6531920113418698 | 0.07429080631337492
0 | 0.61440481886817 | 0.9778421416144109 | 0.5037103098317359 | 0.28507632231755065 | 0.8122282531289805 | 0.4190587271212767 | 0.4995520139825378 | 0.883644298183484 | 0.9152292285123519 | 0.26887564761633775
0 | 0.2744192364620003 | 0.6284740233488876 | 0.043359534204263306 | 0.8342861832330687 | 0.7970906401292406 | 0.7102151266710213 | 0.16337537505482835 | 0.8668765033246479 | 0.5358333543712533 | 0.20347652722909582
1 | 0.2599194516049508 | 0.9830447060572102 | 0.35052160225227025 | 0.6718434536305627 | 0.15716731292681263 | 0.525258526803022 | 0.6127253647885974 | 0.20968554648645665 | 0.6965571319324656 | 0.5559980932587155
0 | 0.076011333962132 | 0.17717440183430966 | 0.7500106523742549 | 0.7930178936638257 | 0.25265437710180216 | 0.6207289883319849 | 0.2773597579577318 | 0.5177173355100704 | 0.2650585014082052 | 0.07190791534242047
0 | 0.23236771887742214 | 0.7731569900471961 | 0.6853316375487326 | 0.7157370332101373 | 0.06201083480159442 | 0.190400803276096 | 0.5075626637525571 | 0.35936868144314316 | 0.7388894640301397 | 0.14456543365608854
0 | 0.24707566244416856 | 0.05840940732041067 | 0.4720781157588657 | 0.1556668233253451 | 0.3438893937501023 | 0.27979718146793187 | 0.5345305083107955 | 0.2942309110869551 | 0.5119895246533661 | 0.4201736981846341
1 | 0.6439885200816449 | 0.996028264154303 | 0.2718923489501176 | 0.6033446554227492 | 0.7392193504672888 | 0.48520752956206803 | 0.2202179909347597 | 0.46754241330609936 | 0.5595888476731098 | 0.9277368671481161
0 | 0.3392079646445638 | 0.3341805743888365 | 0.5087669495585967 | 0.34925347314097377 | 0.8347740672978947 | 0.9589509726046784 | 0.6179447166714573 | 0.8540414129160111 | 0.8867726793809537 | 0.17165406168848873
1 | 0.8329933813663274 | 0.6928544760569489 | 0.7027856122571011 | 0.5355943067163589 | 0.17698220453597868 | 0.22099878278857266 | 0.24838599625062607 | 0.7811332044659766 | 0.10330338058901845 | 0.4653061258927207
1 | 0.07169842005381022 | 0.28471331365966646 | 0.7505544496169028 | 0.48946075592862837 | 0.6272695514640193 | 0.5921455433649058 | 0.8465022939715161 | 0.37347525593587494 | 0.013659318086864158 | 0.2012634453546105
1 | 0.9608721243339583 | 0.00445612455804123 | 0.7562635258158589 | 0.43593836272619124 | 0.6018419238816657 | 0.6653105097729108 | 0.17613816941809135 | 0.20129943070385148 | 0.017909483577178253 | 0.1018144904541729
0 | 0.47006182651042605 | 0.5184536166025889 | 0.4563834939309769 | 0.69238516201028 | 0.43958147312826135 | 0.5376233397068685 | 0.16433009668732967 | 0.7274321446493597 | 0.9811512413843206 | 0.06603329913844758
1 | 0.8149172152730498 | 0.6527563233248718 | 0.011899217018527919 | 0.7779337759770245 | 0.512915871548937 | 0.3921852233451052 | 0.2156370212208435 | 0.8628620134329374 | 0.6454205334812966 | 0.8996588682827378
1 | 0.7040074865864181 | 0.3847084453248285 | 0.21893483034723737 | 0.5450935435605446 | 0.2886344887711594 | 0.36785773397845134 | 0.9488867322383178 | 0.9694711316778114 | 0.09642379007790991 | 0.6531412934729941
0 | 0.4230891435744394 | 0.4969402489920207 | 0.4816368952058584 | 0.04567503711837306 | 0.4983267635377736 | 0.7442198397184487 | 0.8044526719621482 | 0.49847342025292607 | 0.6927626267799968 | 0.01269496477173826
1 | 0.20604089062962083 | 0.6856441024168023 | 0.3737153675633371 | 0.7269347418031781 | 0.2867258494698255 | 0.12320414968686932 | 0.45493054307869374 | 0.3081627330953579 | 0.36098184959726487 | 0.9420636777523849
1 | 0.9089748073036118 | 0.26650888040860177 | 0.7316153217957345 | 0.7899178238985004 | 0.5067648792723211 | 0.8605920016599696 | 0.5787222729074388 | 0.3769225406082556 | 0.20946373045768263 | 0.628278400947021
1 | 0.6792446745101183 | 0.4420118246639606 | 0.2680111278430073 | 0.2650823329831785 | 0.09147847637363027 | 0.08182247061000669 | 0.7347183464070207 | 0.15023029140271482 | 0.5241922503651246 | 0.9112972959337418
0 | 0.34701308075800597 | 0.5759476970390777 | 0.4852719260143168 | 0.27163284053145187 | 0.11142187434598494 | 0.3718935551990261 | 0.7918259286122201 | 0.41621968760876193 | 0.6782798345012133 | 0.901116939962663
0 | 0.5615610561107547 | 0.8824810880078432 | 0.38374644440408234 | 0.4110876852773292 | 0.034224512115195505 | 0.7337312982499236 | 0.23758942384582005 | 0.6136270375258469 | 0.8102856128489093 | 0.3666490042555397
0 | 0.4605043635500673 | 0.8039421253073542 | 0.9018042799876909 | 0.7175666621604481 | 0.23702700136077548 | 0.5617107512034385 | 0.7738925753102954 | 0.11641244278518537 | 0.8440312877036625 | 0.36785714459928487
1 | 0.8854652080022006 | 0.6602631978808792 | 0.7109553335123598 | 0.23943778623655088 | 0.3477496238106753 | 0.5114673103184473 | 0.1422360060309501 | 0.37191800191782154 | 0.1544654567634045 | 0.4156576827658013
0 | 0.12044963027235178 | 0.9247318785526587 | 0.336958110705352 | 0.3590108260734083 | 0.5572162259931169 | 0.1501742749035314 | 0.5778550619945277 | 0.996945028024687 | 0.350053364894354 | 0.16046377475886786
1 | 0.6055318999023245 | 0.27741038044344557 | 0.9411217754344962 | 0.9795328973267537 | 0.743473558391042 | 0.7512788978077147 | 0.5151467673910931 | 0.38403339886924315 | 0.16404223024160658 | 0.54107411521251
